split,file_name,question,answer,receipt_currency,question_category,operations
train,receipt_00166,What is ratio of the amount due and the cash received?,0.4,Indonesian rupiah,ratio,division
train,receipt_00166,What is the total amount due?,20000.0,Indonesian rupiah,amount,-
train,receipt_00166,What is the change amount?,30000.0,Indonesian rupiah,amount,-
train,receipt_00167,What is the price of the 3rd position in thousands?,0.0,Indonesian rupiah,amount,division;sorting
train,receipt_00167,How many goods in the 1st position can be bought for 58296?,6.0,Indonesian rupiah,count,division;sorting
train,receipt_00167,How much should be paid for 1 product from the 1st position?,9000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00167,What is the position number of the largest quantity of items?,1.0,Indonesian rupiah,count,sorting
train,receipt_00167,How much is the largest unit price?,9000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00167,How many positions are free of charge?,2.0,Indonesian rupiah,count,counting
train,receipt_00167,What is the lowest price of a position?,0.0,Indonesian rupiah,amount,sorting
train,receipt_00167,What share of cash was returned as change?,0.8749,Indonesian rupiah,ratio,division
train,receipt_00167,What share of the cash received was used for the payment?,0.1251,Indonesian rupiah,ratio,division
train,receipt_00167,What is the quantity of the change?,88100.0,Indonesian rupiah,amount,-
train,receipt_00167,What is the total amount paid?,12600.0,Indonesian rupiah,amount,-
train,receipt_00167,How much cash was received?,100700.0,Indonesian rupiah,amount,-
train,receipt_00168,How many goods in the 1st position can be purchased for 44873?,3.0,Indonesian rupiah,count,division;sorting
train,receipt_00168,What is the price of the 1st position in thousands?,13.636,Indonesian rupiah,amount,division;sorting
train,receipt_00168,How many positions are in the receipt?,1.0,Indonesian rupiah,count,counting
train,receipt_00168,How many goods are in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00168,What is the change amount?,0.0,Indonesian rupiah,amount,-
train,receipt_00168,What is the total amount paid?,12750.0,Indonesian rupiah,amount,-
train,receipt_00168,How much was paid by card?,0.0,Indonesian rupiah,amount,-
train,receipt_00168,What share of the cash received was used for the payment?,1.0,Indonesian rupiah,ratio,division
train,receipt_00168,What is the ratio of change to cash?,0.0,Indonesian rupiah,ratio,division
train,receipt_00168,What is the total discount amount?,2045.0,Indonesian rupiah,amount,-
train,receipt_00168,What is the total amount of taxes to be paid?,1159.0,Indonesian rupiah,amount,-
train,receipt_00168,What is the cash value?,12750.0,Indonesian rupiah,amount,-
train,receipt_00169,How many goods were sold in total?,1.0,Indonesian rupiah,count,summation
train,receipt_00169,How many positions are in the receipt?,1.0,Indonesian rupiah,count,counting
train,receipt_00169,What is the price of the 1st position in thousands?,23.0,Indonesian rupiah,amount,division;sorting
train,receipt_00169,How many goods in the 1st position can be bought for 90093?,3.0,Indonesian rupiah,count,division;sorting
train,receipt_00169,What is the quantity of products in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00169,What is ratio of the amount due and the cash received?,0.46,Indonesian rupiah,ratio,division
train,receipt_00169,What is the change amount?,27000.0,Indonesian rupiah,amount,-
train,receipt_00169,What share of cash was returned as change?,0.54,Indonesian rupiah,ratio,division
train,receipt_00169,How much was paid in real money after all the reductions applied?,23000.0,Indonesian rupiah,amount,subtraction
train,receipt_00169,What is the cash amount?,50000.0,Indonesian rupiah,amount,-
train,receipt_00169,What is the amount of rounding applied?,0.0,Indonesian rupiah,amount,-
train,receipt_00169,How much was paid via non-cash means?,0.0,Indonesian rupiah,amount,-
train,receipt_00170,How many goods in the 1st position can be bought for 76351?,4.0,Indonesian rupiah,count,division;sorting
train,receipt_00170,How much should be paid for 1 product from the 1st position?,17000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00170,What is the price of the 1st position in thousands?,34.0,Indonesian rupiah,amount,division;sorting
train,receipt_00170,How many goods in the 1st position were purchased?,2.0,Indonesian rupiah,count,sorting
train,receipt_00170,How much was paid in real money after all the reductions applied?,34000.0,Indonesian rupiah,amount,subtraction
train,receipt_00170,How much was paid digitally?,0.0,Indonesian rupiah,amount,-
train,receipt_00170,What is ratio of the amount due and the cash received?,0.68,Indonesian rupiah,ratio,division
train,receipt_00170,What is the ratio of change to cash?,0.32,Indonesian rupiah,ratio,division
train,receipt_00170,What is the change amount?,16000.0,Indonesian rupiah,amount,-
train,receipt_00171,What is the position number of the minimum quantity of items?,1.0,Indonesian rupiah,count,sorting
train,receipt_00171,What is the average price in the first 4 positions?,16500.0,Indonesian rupiah,amount,counting;division;sorting;summation
train,receipt_00171,What is the quantity of items in the 6th position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00171,What is the price of the 6th position in thousands?,4.0,Indonesian rupiah,amount,division;sorting
train,receipt_00171,How many positions are in the receipt?,6.0,Indonesian rupiah,count,counting
train,receipt_00171,What is the minimum unit price?,4000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00171,What would be the price of the 6th position if the quantity in that position were to change to 4?,16000.0,Indonesian rupiah,amount,division;multiplication;sorting
train,receipt_00171,How much is the service charge on top of the cost of goods?,0.0,Indonesian rupiah,amount,-
train,receipt_00171,What is the total amount paid?,100000.0,Indonesian rupiah,amount,-
train,receipt_00172,How much should be paid for 2 products from the 1st position?,80000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00172,How many positions are in the receipt?,1.0,Indonesian rupiah,count,counting
train,receipt_00172,How many goods were sold in total?,1.0,Indonesian rupiah,count,summation
train,receipt_00172,What is the price of the 1st position in thousands?,40.0,Indonesian rupiah,amount,division;sorting
train,receipt_00172,How many goods are in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00172,What share of cash was returned as change?,0.2,Indonesian rupiah,ratio,division
train,receipt_00172,What is the quantity of the change?,10000.0,Indonesian rupiah,amount,-
train,receipt_00172,What is ratio of the amount due and the cash received?,0.8,Indonesian rupiah,ratio,division
train,receipt_00172,What is the cash value?,50000.0,Indonesian rupiah,amount,-
train,receipt_00172,How much was paid in real money after all the reductions applied?,40000.0,Indonesian rupiah,amount,subtraction
train,receipt_00173,What is the price of the 1st position in thousands?,385.0,Indonesian rupiah,amount,division;sorting
train,receipt_00173,What is the quantity of items in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00173,How many goods in the 1st position can be purchased for 631432?,1.0,Indonesian rupiah,count,division;sorting
train,receipt_00173,What is the change amount?,0.0,Indonesian rupiah,amount,-
train,receipt_00173,What is the total amount paid?,346500.0,Indonesian rupiah,amount,-
train,receipt_00173,What is the cash amount?,346500.0,Indonesian rupiah,amount,-
train,receipt_00173,What is ratio of the amount due and the cash received?,1.0,Indonesian rupiah,ratio,division
train,receipt_00173,What share of cash was returned as change?,0.0,Indonesian rupiah,ratio,division
train,receipt_00173,How much was paid digitally?,0.0,Indonesian rupiah,amount,-
train,receipt_00174,How many goods in the 1st position can be bought for 67169?,3.0,Indonesian rupiah,count,division;sorting
train,receipt_00174,How much should be paid for 3 items from the 1st position?,60000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00174,How many goods are in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00174,What is the price of the 1st position in thousands?,20.0,Indonesian rupiah,amount,division;sorting
train,receipt_00174,What is ratio of the amount due and the cash received?,0.2,Indonesian rupiah,ratio,division
train,receipt_00174,What is the change amount?,80000.0,Indonesian rupiah,amount,-
train,receipt_00174,What share of cash was returned as change?,0.8,Indonesian rupiah,ratio,division
train,receipt_00174,How much was paid digitally?,0.0,Indonesian rupiah,amount,-
train,receipt_00174,What is the total amount due?,20000.0,Indonesian rupiah,amount,-
train,receipt_00174,What is the cash value?,100000.0,Indonesian rupiah,amount,-
train,receipt_00175,What is the total number of positions?,3.0,Indonesian rupiah,count,counting
train,receipt_00175,How many positions are free of cost?,0.0,Indonesian rupiah,count,counting
train,receipt_00175,How many positions are with unit price lower than or equal to 14000.0?,2.0,Indonesian rupiah,count,counting;division;sorting
train,receipt_00175,How much is the lowest unit price?,14000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00175,What is the lowest price of a position?,14000.0,Indonesian rupiah,amount,sorting
train,receipt_00175,How many goods in the 1st position were purchased?,1.0,Indonesian rupiah,count,sorting
train,receipt_00175,Which position has the maximum amount?,1.0,Indonesian rupiah,count,sorting
train,receipt_00175,What is the minimum price in the first 2 positions?,14000.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00175,What is the price of the 3rd position in thousands?,14.0,Indonesian rupiah,amount,division;sorting
train,receipt_00175,How much was paid in real money after all the reductions applied?,18000.0,Indonesian rupiah,amount,subtraction
train,receipt_00175,What is the quantity of the change?,32000.0,Indonesian rupiah,amount,-
train,receipt_00175,What share of cash was returned as change?,0.64,Indonesian rupiah,ratio,division
train,receipt_00175,How much cash was received?,50000.0,Indonesian rupiah,amount,-
train,receipt_00175,What share of the cash received was used for the payment?,0.36,Indonesian rupiah,ratio,division
train,receipt_00176,How many positions are in the receipt?,3.0,Indonesian rupiah,count,counting
train,receipt_00176,How many goods in the 1st position can be purchased for 96385?,5.0,Indonesian rupiah,count,division;sorting
train,receipt_00176,What is the price of the 1st position in thousands?,19.0,Indonesian rupiah,amount,division;sorting
train,receipt_00176,How many zero prices are among the menu?,0.0,Indonesian rupiah,count,counting
train,receipt_00176,What is the minimum price of a position?,7000.0,Indonesian rupiah,amount,sorting
train,receipt_00176,How many goods in the 3rd position were purchased?,1.0,Indonesian rupiah,count,sorting
train,receipt_00176,How much should be paid for 2 products from the 1st position?,38000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00176,What is the change amount?,12000.0,Indonesian rupiah,amount,-
train,receipt_00176,How much was paid in real money after all the reductions applied?,38000.0,Indonesian rupiah,amount,subtraction
train,receipt_00176,What is the cash amount?,50000.0,Indonesian rupiah,amount,-
train,receipt_00176,What is the ratio of change to cash?,0.24,Indonesian rupiah,ratio,division
train,receipt_00176,What is ratio of the amount due and the cash received?,0.76,Indonesian rupiah,ratio,division
train,receipt_00177,What is the mean price in the first 2 positions?,62500.0,Indonesian rupiah,amount,counting;division;sorting;summation
train,receipt_00177,How much should be paid for 8 products from the 2nd position?,232000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00177,Which position has the minimum amount?,1.0,Indonesian rupiah,count,sorting
train,receipt_00177,How many positions are with price lower than 29000.0 in the receipt?,1.0,Indonesian rupiah,count,counting;sorting
train,receipt_00177,How many goods were sold in total?,5.0,Indonesian rupiah,count,summation
train,receipt_00177,How much is the least unit price?,19000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00177,How many positions are in the receipt?,2.0,Indonesian rupiah,count,counting
train,receipt_00177,How many goods in the 2nd position can be bought for 145416?,5.0,Indonesian rupiah,count,division;sorting
train,receipt_00177,What is the total amount of taxes to be paid?,12500.0,Indonesian rupiah,amount,-
train,receipt_00177,What is the ratio of change to cash?,0.0833,Indonesian rupiah,ratio,division
train,receipt_00177,What is the cash value?,150000.0,Indonesian rupiah,amount,-
train,receipt_00177,What is the change amount?,12500.0,Indonesian rupiah,amount,-
train,receipt_00177,What is the total amount paid?,137500.0,Indonesian rupiah,amount,-
train,receipt_00178,How much should be paid for 3 items from the 1st position?,777000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00178,What is the total number of positions?,2.0,Indonesian rupiah,count,counting
train,receipt_00178,How many zero prices are among the menu?,1.0,Indonesian rupiah,count,counting
train,receipt_00178,What is the lowest price in the first 2 positions?,0.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00178,Which position has the highest amount?,1.0,Indonesian rupiah,count,sorting
train,receipt_00178,How many goods in the 1st position can be bought for 643236?,2.0,Indonesian rupiah,count,division;sorting
train,receipt_00178,What is the price of the 2nd position in thousands?,0.0,Indonesian rupiah,amount,division;sorting
train,receipt_00178,What is the total amount due?,259000.0,Indonesian rupiah,amount,-
train,receipt_00178,How much was paid digitally?,259000.0,Indonesian rupiah,amount,-
train,receipt_00179,What is the minimum price of a position?,29800.0,Indonesian rupiah,amount,sorting
train,receipt_00179,What is the price of the 3rd position in thousands?,29.8,Indonesian rupiah,amount,division;sorting
train,receipt_00179,What is the position number of the smallest quantity of items?,1.0,Indonesian rupiah,count,sorting
train,receipt_00179,What is the total quantity of goods sold?,3.0,Indonesian rupiah,count,summation
train,receipt_00179,How many goods in the 3rd position can be purchased for 329582?,11.0,Indonesian rupiah,count,division;sorting
train,receipt_00179,How much was charged for the service?,7658.0,Indonesian rupiah,amount,-
train,receipt_00179,What is the total amount of taxes to be paid?,11706.0,Indonesian rupiah,amount,-
train,receipt_00179,What is the total amount paid?,128764.0,Indonesian rupiah,amount,-
train,receipt_00180,What is the mean price of a position?,27333.3333,Indonesian rupiah,amount,counting;division;summation
train,receipt_00180,How many goods were sold in total?,12.0,Indonesian rupiah,count,summation
train,receipt_00180,How much should be paid for 11 items from the 5th position?,132000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00180,How many goods in the 4th position can be purchased for 207626?,14.0,Indonesian rupiah,count,division;sorting
train,receipt_00180,How many positions does the receipt contain?,6.0,Indonesian rupiah,count,counting
train,receipt_00180,How many positions are with unit price lower than or equal to 16000.0?,6.0,Indonesian rupiah,count,counting;division;sorting
train,receipt_00180,What is the price of the 6th position in thousands?,32.0,Indonesian rupiah,amount,division;sorting
train,receipt_00180,What is the total amount of discounts applied?,16400.0,Indonesian rupiah,amount,-
train,receipt_00180,How much was paid digitally?,147600.0,Indonesian rupiah,amount,-
train,receipt_00180,How much was paid in real money after all the reductions applied?,147600.0,Indonesian rupiah,amount,subtraction
train,receipt_00181,Which position is the largest by quantity?,1.0,Indonesian rupiah,count,sorting
train,receipt_00181,How many goods are in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00181,What is the mean price of a position?,43666.6667,Indonesian rupiah,amount,counting;division;summation
train,receipt_00181,How many goods were sold in total?,3.0,Indonesian rupiah,count,summation
train,receipt_00181,What is the lowest price in the first 2 positions?,57000.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00181,How much should be paid for 3 items from the 2nd position?,171000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00181,How many positions do contain zero price?,0.0,Indonesian rupiah,count,counting
train,receipt_00181,How many positions are in the receipt?,3.0,Indonesian rupiah,count,counting
train,receipt_00181,What is the price of the 2nd position in thousands?,57.0,Indonesian rupiah,amount,division;sorting
train,receipt_00181,How many goods in the 3rd position can be purchased for 94132?,7.0,Indonesian rupiah,count,division;sorting
train,receipt_00181,How many positions are with price larger than 57000.0 in the receipt?,1.0,Indonesian rupiah,count,counting;sorting
train,receipt_00181,How much was charged for the service?,7860.0,Indonesian rupiah,amount,-
train,receipt_00181,What is the total amount of taxes to be paid?,13886.0,Indonesian rupiah,amount,-
train,receipt_00181,What is the total amount due?,152746.0,Indonesian rupiah,amount,-
train,receipt_00182,How many positions are free of charge?,2.0,Indonesian rupiah,count,counting
train,receipt_00182,Which position is the minimum by quantity?,1.0,Indonesian rupiah,count,sorting
train,receipt_00182,What is the lowest price of a position?,0.0,Indonesian rupiah,amount,sorting
train,receipt_00182,How many positions are with unit price lower than or equal to 21000.0?,4.0,Indonesian rupiah,count,counting;division;sorting
train,receipt_00182,What is the maximum unit price in the receipt?,21000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00182,What is the quantity of items in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00182,What is the total quantity of goods sold?,4.0,Indonesian rupiah,count,summation
train,receipt_00182,What is the total amount of discounts applied?,7000.0,Indonesian rupiah,amount,-
train,receipt_00182,How much was paid in real money after all the reductions applied?,18000.0,Indonesian rupiah,amount,subtraction
train,receipt_00183,How many positions were bought?,1.0,Indonesian rupiah,count,counting
train,receipt_00183,What is the total quantity of goods sold?,1.0,Indonesian rupiah,count,summation
train,receipt_00183,What is the price of the 1st position in thousands?,13.636,Indonesian rupiah,amount,division;sorting
train,receipt_00183,How much should be paid for 2 items from the 1st position?,27272.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00183,What is the total amount due?,15000.0,Indonesian rupiah,amount,-
train,receipt_00183,What is the change amount?,5000.0,Indonesian rupiah,amount,-
train,receipt_00183,What is the total amount of taxes to be paid?,1364.0,Indonesian rupiah,amount,-
train,receipt_00183,What is the ratio of change to cash?,0.25,Indonesian rupiah,ratio,division
train,receipt_00183,How much cash was received?,20000.0,Indonesian rupiah,amount,-
train,receipt_00183,How much was paid via non-cash means?,0.0,Indonesian rupiah,amount,-
train,receipt_00183,What share of the cash received was used for the payment?,0.75,Indonesian rupiah,ratio,division
train,receipt_00184,How many positions are with price lower than or equal to 9000.0 in the receipt?,1.0,Indonesian rupiah,count,counting;sorting
train,receipt_00184,What is the position number of the smallest quantity of items?,2.0,Indonesian rupiah,count,sorting
train,receipt_00184,How many goods are in the 1st position?,2.0,Indonesian rupiah,count,sorting
train,receipt_00184,What is the highest price of a position?,22000.0,Indonesian rupiah,amount,sorting
train,receipt_00184,How many positions were bought?,3.0,Indonesian rupiah,count,counting
train,receipt_00184,How many goods were sold in total?,4.0,Indonesian rupiah,count,summation
train,receipt_00184,How many zero prices are among the menu?,0.0,Indonesian rupiah,count,counting
train,receipt_00184,What is the price of the 3rd position in thousands?,9.0,Indonesian rupiah,amount,division;sorting
train,receipt_00184,What is the total price of the first 2 positions?,33000.0,Indonesian rupiah,amount,sorting;summation
train,receipt_00184,What is the cash value?,100000.0,Indonesian rupiah,amount,-
train,receipt_00184,What is the ratio of change to cash?,0.58,Indonesian rupiah,ratio,division
train,receipt_00184,What is the total amount paid?,42000.0,Indonesian rupiah,amount,-
train,receipt_00184,What share of the cash received was used for the payment?,0.42,Indonesian rupiah,ratio,division
train,receipt_00184,What is the change amount?,58000.0,Indonesian rupiah,amount,-
train,receipt_00184,How much was paid via non-cash means?,0.0,Indonesian rupiah,amount,-
train,receipt_00185,How many goods in the 1st position can be purchased for 143193?,2.0,Indonesian rupiah,count,division;sorting
train,receipt_00185,How much should be paid for 2 items from the 1st position?,105454.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00185,How much in total was paid in taxes?,5273.0,Indonesian rupiah,amount,-
train,receipt_00185,What is the total amount due?,58000.0,Indonesian rupiah,amount,-
train,receipt_00185,How much was paid by card?,58000.0,Indonesian rupiah,amount,-
train,receipt_00186,How many goods were sold in total?,1.0,Indonesian rupiah,count,summation
train,receipt_00186,What is the price of the 1st position in thousands?,13.5,Indonesian rupiah,amount,division;sorting
train,receipt_00186,How many positions are in the receipt?,1.0,Indonesian rupiah,count,counting
train,receipt_00186,How much should be paid for 4 items from the 1st position?,54000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00186,What share of cash was returned as change?,0.0,Indonesian rupiah,ratio,division
train,receipt_00186,What is the quantity of the change?,0.0,Indonesian rupiah,amount,-
train,receipt_00186,What is ratio of the amount due and the cash received?,1.0,Indonesian rupiah,ratio,division
train,receipt_00186,How much was paid by cash?,13500.0,Indonesian rupiah,amount,-
train,receipt_00186,How much was paid in real money after all the reductions applied?,13500.0,Indonesian rupiah,amount,subtraction
train,receipt_00187,How many goods were sold in total?,1.0,Indonesian rupiah,count,summation
train,receipt_00187,What is the quantity of products in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00187,What is the price of the 1st position in thousands?,14.091,Indonesian rupiah,amount,division;sorting
train,receipt_00187,What is the total amount of taxes to be paid?,1409.0,Indonesian rupiah,amount,-
train,receipt_00187,What is the total amount paid?,15500.0,Indonesian rupiah,amount,-
train,receipt_00188,What is the price of the 1st position in thousands?,21.818,Indonesian rupiah,amount,division;sorting
train,receipt_00188,How many goods were sold in total?,1.0,Indonesian rupiah,count,summation
train,receipt_00188,What share of the cash received was used for the payment?,0.96,Indonesian rupiah,ratio,division
train,receipt_00188,What share of cash was returned as change?,0.04,Indonesian rupiah,ratio,division
train,receipt_00188,What is the total amount of taxes to be paid?,2182.0,Indonesian rupiah,amount,-
train,receipt_00188,What is the total amount paid?,24000.0,Indonesian rupiah,amount,-
train,receipt_00188,What is the cash value?,25000.0,Indonesian rupiah,amount,-
train,receipt_00188,What is the change amount?,1000.0,Indonesian rupiah,amount,-
train,receipt_00189,How many positions does the receipt contain?,1.0,Indonesian rupiah,count,counting
train,receipt_00189,How many goods in the 1st position can be bought for 44191?,1.0,Indonesian rupiah,count,division;sorting
train,receipt_00189,What is the quantity of products in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00189,What is the price of the 1st position in thousands?,24.0,Indonesian rupiah,amount,division;sorting
train,receipt_00189,What is the change amount?,26000.0,Indonesian rupiah,amount,-
train,receipt_00189,What is the ratio of change to cash?,0.52,Indonesian rupiah,ratio,division
train,receipt_00189,What is the total amount paid?,24000.0,Indonesian rupiah,amount,-
train,receipt_00189,What share of the cash received was used for the payment?,0.48,Indonesian rupiah,ratio,division
train,receipt_00189,What is the cash value?,50000.0,Indonesian rupiah,amount,-
train,receipt_00189,How much was paid by card?,0.0,Indonesian rupiah,amount,-
train,receipt_00190,How many positions does the receipt contain?,3.0,Indonesian rupiah,count,counting
train,receipt_00190,How many positions are with unit price larger than or equal to 120000.0?,1.0,Indonesian rupiah,count,counting;division;sorting
train,receipt_00190,How many goods were sold in total?,3.0,Indonesian rupiah,count,summation
train,receipt_00190,What is the total price of the first 3 positions?,300000.0,Indonesian rupiah,amount,sorting;summation
train,receipt_00190,How much is the maximum unit price?,120000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00190,How many goods in the 3rd position can be purchased for 65799?,0.0,Indonesian rupiah,count,division;sorting
train,receipt_00190,What is the price of the 1st position in thousands?,75.0,Indonesian rupiah,amount,division;sorting
train,receipt_00190,How many goods in the 2nd position were purchased?,1.0,Indonesian rupiah,count,sorting
train,receipt_00190,What is the mean price of a position?,100000.0,Indonesian rupiah,amount,counting;division;summation
train,receipt_00190,How much in total was paid in taxes?,30000.0,Indonesian rupiah,amount,-
train,receipt_00190,What is the total amount of discounts applied?,0.0,Indonesian rupiah,amount,-
train,receipt_00190,How much was paid by card?,351000.0,Indonesian rupiah,amount,-
train,receipt_00190,How much was paid in real money after all the reductions applied?,351000.0,Indonesian rupiah,amount,subtraction
train,receipt_00190,How much is the service charge on top of the cost of goods?,21000.0,Indonesian rupiah,amount,-
train,receipt_00191,How many positions are with price lower than or equal to 3600.0 in the receipt?,4.0,Indonesian rupiah,count,counting;sorting
train,receipt_00191,How many goods in the 1st position can be bought for 178068?,20.0,Indonesian rupiah,count,division;sorting
train,receipt_00191,Which position has the smallest amount?,1.0,Indonesian rupiah,count,sorting
train,receipt_00191,How many positions does the receipt contain?,6.0,Indonesian rupiah,count,counting
train,receipt_00191,What is the smallest unit price?,200.0,Indonesian rupiah,amount,division;sorting
train,receipt_00191,What is the total price of the first 5 positions?,33300.0,Indonesian rupiah,amount,sorting;summation
train,receipt_00191,How many goods were sold in total?,8.0,Indonesian rupiah,count,summation
train,receipt_00191,How many goods are in the 2nd position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00191,What is the total amount due?,33500.0,Indonesian rupiah,amount,-
train,receipt_00191,What is the cash value?,50000.0,Indonesian rupiah,amount,-
train,receipt_00191,What share of the cash received was used for the payment?,0.67,Indonesian rupiah,ratio,division
train,receipt_00191,How much in total was paid in taxes?,3027.0,Indonesian rupiah,amount,-
train,receipt_00191,What is the change amount?,16500.0,Indonesian rupiah,amount,-
train,receipt_00191,What share of cash was returned as change?,0.33,Indonesian rupiah,ratio,division
train,receipt_00192,What is the highest price of a position?,42727.0,Indonesian rupiah,amount,sorting
train,receipt_00192,How many positions are with price lower than or equal to 8182.0 in the receipt?,1.0,Indonesian rupiah,count,counting;sorting
train,receipt_00192,How many positions are free of cost?,0.0,Indonesian rupiah,count,counting
train,receipt_00192,What is the quantity of products in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00192,What is the total number of positions?,2.0,Indonesian rupiah,count,counting
train,receipt_00192,What is the total quantity of goods sold?,2.0,Indonesian rupiah,count,summation
train,receipt_00192,What is the price of the 1st position in thousands?,42.727,Indonesian rupiah,amount,division;sorting
train,receipt_00192,What is the position number of the largest quantity of items?,1.0,Indonesian rupiah,count,sorting
train,receipt_00192,How much is the highest unit price?,42727.0,Indonesian rupiah,amount,division;sorting
train,receipt_00192,How much was paid via non-cash means?,0.0,Indonesian rupiah,amount,-
train,receipt_00192,What is the total discount amount?,0.0,Indonesian rupiah,amount,-
train,receipt_00192,What share of the cash received was used for the payment?,1.0,Indonesian rupiah,ratio,division
train,receipt_00192,What is the cash value?,56000.0,Indonesian rupiah,amount,-
train,receipt_00192,What is the total amount paid?,56000.0,Indonesian rupiah,amount,-
train,receipt_00192,How much in total was paid in taxes?,5091.0,Indonesian rupiah,amount,-
train,receipt_00192,What is the quantity of the change?,0.0,Indonesian rupiah,amount,-
train,receipt_00193,How many goods are in the 1st position?,1.0,Indonesian rupiah,count,sorting
train,receipt_00193,What is the largest unit price?,1100000.0,Indonesian rupiah,amount,division;sorting
train,receipt_00193,Which position has the highest amount?,5.0,Indonesian rupiah,count,sorting
train,receipt_00193,What is the price of the 1st position in thousands?,125.0,Indonesian rupiah,amount,division;sorting
train,receipt_00193,How many positions does the receipt contain?,6.0,Indonesian rupiah,count,counting
train,receipt_00193,How many positions are free of cost?,0.0,Indonesian rupiah,count,counting
train,receipt_00193,What is the total quantity of goods sold?,8.0,Indonesian rupiah,count,summation
train,receipt_00193,How much should be paid for 4 products from the 5th position?,28000.0,Indonesian rupiah,amount,multiplication;sorting
train,receipt_00193,What is the lowest price in the first 5 positions?,21000.0,Indonesian rupiah,amount,counting;sorting
train,receipt_00193,What is the lowest price of a position?,21000.0,Indonesian rupiah,amount,sorting
train,receipt_00193,What is the total amount due?,1376500.0,Indonesian rupiah,amount,-
train,receipt_00194,How many positions does the receipt contain?,3.0,Indonesian rupiah,count,counting
train,receipt_00194,What is the sum of prices in the first 2 positions?,435000.0,Indonesian rupiah,amount,sorting;summation
train,receipt_00194,What is the total quantity of goods sold?,3.0,Indonesian rupiah,count,summation
train,receipt_00194,What is the lowest price of a position?,200000.0,Indonesian rupiah,amount,sorting
train,receipt_00194,How many positions are free of charge?,0.0,Indonesian rupiah,count,counting
train,receipt_00194,How many positions are with unit price larger than or equal to 270000.0?,1.0,Indonesian rupiah,count,counting;division;sorting
train,receipt_00194,What is the price of the 3rd position in thousands?,270.0,Indonesian rupiah,amount,division;sorting
train,receipt_00194,What is the total amount paid?,705000.0,Indonesian rupiah,amount,-
train,receipt_00195,What is the average price of a position?,10500.0,Indonesian rupiah,amount,counting;division;summation
train,receipt_00195,What would be the price of the 1st position if the quantity in that position were to change to 3?,34500.0,Indonesian rupiah,amount,division;multiplication;sorting
train,receipt_00195,How many positions are in the receipt?,3.0,Indonesian rupiah,count,counting
train,receipt_00195,How many goods were sold in total?,3.0,Indonesian rupiah,count,summation
train,receipt_00195,How many positions are with price lower than or equal to 11500.0 in the receipt?,3.0,Indonesian rupiah,count,counting;sorting
train,receipt_00195,How many goods in the 2nd position can be purchased for 1192?,0.0,Indonesian rupiah,count,division;sorting
train,receipt_00195,What is the average price in the first 3 positions?,10500.0,Indonesian rupiah,amount,counting;division;sorting;summation
train,receipt_00195,How many goods in the 1st position were purchased?,1.0,Indonesian rupiah,count,sorting
train,receipt_00195,How many zero prices are among the menu?,0.0,Indonesian rupiah,count,counting
train,receipt_00195,What is the total amount due?,31500.0,Indonesian rupiah,amount,-
train,receipt_00195,What is ratio of the amount due and the cash received?,0.6058,Indonesian rupiah,ratio,division
train,receipt_00195,What is the cash amount?,52000.0,Indonesian rupiah,amount,-
train,receipt_00195,How much was paid via non-cash means?,0.0,Indonesian rupiah,amount,-
train,receipt_00195,What is the quantity of the change?,20500.0,Indonesian rupiah,amount,-
train,receipt_00196,How many positions are with price lower than or equal to 23000.0 in the receipt?,1.0,Indonesian rupiah,count,counting;sorting
